adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,"[80, 18, 53]",it,L'Immortale,"After reuniting with his first mentor Bruno and receiving his latest mission, an exiled Ciro is left to fearlessly confront whatever comes his way, navigating a new chapter of gang warfare while grappling with devastating memories of loss and trauma. Weaving between his past as an orphan in Naples' cruel underworld and present as a hardened, cunning assassin with nothing left to lose, Ciro is plunged into the cold, dark depths of a world where immortality is just another form of damnation.",0.9089,2019-12-05,6.644,480,"['Crime', 'Drama', 'Thriller']"
False,"[35, 18]",it,Il campione,"Christian is an extremely talented as well as unpredictable football player. After his latest screw-up, the president of his team decides to assign him a personal tutor, to help him in controlling his temper. Valerio is a shy and solitary professor, the exact opposite of the champion. Sparks will fly between the two at first, but soon their relationship will change both for the better.",0.6783,2019-04-18,6.643,391,"['Comedy', 'Drama']"
False,"[14, 12]",en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",10.1537,2022-04-06,6.644,4756,"['Fantasy', 'Adventure']"
False,"[16, 10751]",en,Barbie Presents: Thumbelina,"Meet a tiny girl named Thumbelina who lives in harmony with nature in the magical world of the Twillerbees that's hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city.",1.8757,2009-02-24,6.643,493,"['Animation', 'Family']"
False,"[16, 12, 10751, 14]",en,The Rescuers Down Under,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",0.8389,1990-11-16,6.643,1327,"['Animation', 'Adventure', 'Family', 'Fantasy']"
False,"[12, 28, 18]",en,The Man in the Iron Mask,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",3.8505,1998-03-12,6.643,3934,"['Adventure', 'Action', 'Drama']"
False,"[28, 35, 80]",en,Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,4.0089,2008-08-06,6.641,3948,"['Action', 'Comedy', 'Crime']"
False,"[18, 35, 10749]",en,Something's Gotta Give,"When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack while there, and the doctor prescribes bedrest, his only option is to stay at the Barry home. Left in the care of Erica and his doctor, a love triangle starts to take shape.",3.1469,2003-12-12,6.642,1647,"['Drama', 'Comedy', 'Romance']"
False,"[10749, 35, 18]",en,Emma,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",1.6243,1996-08-02,6.642,631,"['Romance', 'Comedy', 'Drama']"
False,"[12, 28, 53, 9648]",en,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",6.3323,2004-11-19,6.643,6508,"['Adventure', 'Action', 'Thriller', 'Mystery']"
False,[18],en,Wildlife,"14-year-old Joe is the only child of Jeanette and Jerry — a housewife and a golf pro — in a small town in 1960s Montana. Nearby, an uncontrolled forest fire rages close to the Canadian border, and when Jerry loses his job (and his sense of purpose) he decides to join the cause of fighting the fire, leaving his wife and son to fend for themselves.",1.9051,2018-09-23,6.641,739,['Drama']
False,"[18, 27, 53]",en,Stoker,"After India Stoker's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",1.7984,2013-02-28,6.641,2289,"['Drama', 'Horror', 'Thriller']"
False,[27],en,House of Usher,"Convinced that his family’s blood is tainted by generations of evil, Roderick Usher is hell-bent on destroying his sister Madeline’s wedding to prevent the cursed Usher bloodline from extending any further. When her fiancé, Philip Winthrop, arrives at the crumbling family estate to claim his bride, Roderick goes to ruthless lengths to keep them apart.",0.5633,1960-07-20,6.641,329,['Horror']
False,"[16, 35, 10751]",en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",6.0038,2009-09-17,6.641,6144,"['Animation', 'Comedy', 'Family']"
False,"[10749, 18]",en,The Year of Living Dangerously,"Australian journalist Guy Hamilton travels to Indonesia to cover civil strife in 1965. There—on the eve of an attempted coup—he befriends a Chinese Australian photographer with a deep connection to and vast knowledge of the Indonesian people, and also falls in love with a British national.",1.1515,1982-12-17,6.6,337,"['Romance', 'Drama']"
False,"[28, 80, 12, 53]",it,Il mio nome è vendetta,"After old enemies kill his family, a former mafia enforcer and his feisty daughter flee to Milan, where they hide out while plotting their revenge.",2.6438,2022-11-30,6.64,623,"['Action', 'Crime', 'Adventure', 'Thriller']"
False,[],hy,Return,"Eyüp decides to cross mount Ararat looking for his aunt in Yerevan after following a madman's words. His aunt has also been expecting someone to come from behind this mount for many years. Eyüp cannot be sure about the woman he finds behind the blue door, whether it is his aunt or not because they can't understand each other.",0.1867,,6.64,422,[]
False,"[10749, 35]",en,Always Be My Maybe,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction, but struggle to adapt to each other's worlds.",1.7061,2019-05-31,6.64,1351,"['Romance', 'Comedy']"
False,"[28, 16, 14]",ja,聖闘士星矢 LEGEND of SANCTUARY,"Mitsumasa Kido discovers a misterious baby in the himalayas whom he adopts as his grandaughter. 16 years later, Saori Kido is a young girl troubled by her mysterious powers. She is saved by Seiya from an assassin sent to kill her. Saori then learns she is the reincarnation of the Goddess Athena with Seiya being one of her Saints sworn to protect her. Upon learning of her destiny, she heads to the Sanctuary to rebel against the Pope's murderous plot.",2.7572,2014-06-21,6.64,702,"['Action', 'Animation', 'Fantasy']"
False,"[10751, 16, 14, 12, 35, 10402]",en,Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",7.1878,2016-10-13,6.64,3673,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']"
False,"[16, 35, 12, 80, 10402]",en,Beavis and Butt-Head Do America,"Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted.",2.5781,1996-12-20,6.64,725,"['Animation', 'Comedy', 'Adventure', 'Crime', 'Music']"
False,"[53, 80, 18, 27]",en,The Girl Next Door,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",4.2716,2007-07-19,6.64,734,"['Thriller', 'Crime', 'Drama', 'Horror']"
False,"[53, 80, 35, 9648]",en,A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",4.6721,2018-09-13,6.6,4378,"['Thriller', 'Crime', 'Comedy', 'Mystery']"
False,[35],en,Return,"A young man returns home for the weekend to discover the difficulty of juggling friends, parents, magic mushrooms and several thousand chickens.",0.3208,2015-07-04,6.638,629,['Comedy']
False,"[35, 18]",en,White Men Can't Jump,"Two street basketball hustlers try to con each other, then team up for a bigger score.",1.7792,1992-03-27,6.638,1406,"['Comedy', 'Drama']"
False,"[28, 80, 18, 53]",en,Street Kings,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",3.4222,2008-04-10,6.638,1563,"['Action', 'Crime', 'Drama', 'Thriller']"
False,"[35, 10749]",en,Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",1.905,1988-06-15,6.6,607,"['Comedy', 'Romance']"
False,"[16, 18, 14, 10749]",ja,打ち上げ花火、下から見るか？横から見るか？,"Moshimo, Japan. The annual fireworks festival is about to take place and a group of schoolboys, arguing over whether they are round or flat when viewed from different angles, set out to find it out.",1.6852,2017-08-18,6.6,347,"['Animation', 'Drama', 'Fantasy', 'Romance']"
False,"[28, 12, 18, 10749, 10752]",en,The Four Feathers,"A young British officer resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers as symbols of what they view as his cowardice. To redeem his honor, he disguises himself as an Arab and secretly saves their lives.",1.6043,2002-09-08,6.6,561,"['Action', 'Adventure', 'Drama', 'Romance', 'War']"
False,"[53, 9648, 18]",en,Obsession,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his late wife.,2.8822,1976-08-01,6.637,302,"['Thriller', 'Mystery', 'Drama']"
False,"[18, 53, 80, 36]",en,Breach,"Eric O'Neill, a low-level surveillance expert with the FBI, believes he is accomplishing his dream of becoming a full-fledged agent, with his unexpected promotion and assignment to clerk for Robert Hanssen, a renowned senior agent with 25 years in the FBI. However, he soon learns the reason for his promotion is to gain Hanssen's trust and find proof that he is a traitor to the country. Determined to draw the suspected double-agent out of deep cover, O'Neill finds himself in a lethal game of spy vs. spy, where nothing is as it seems.",1.1757,2007-02-12,6.637,608,"['Drama', 'Thriller', 'Crime', 'History']"
False,"[12, 35, 10751, 14, 10749]",en,Around the World in Eighty Days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",2.6607,1956-10-17,6.637,533,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
False,"[10749, 35, 10402]",en,Marry Me,"After finding out about her fiancé's cheating ways, a pop superstar impulsively marries a total stranger. They must soon decide if two people from such different worlds can find true love.",2.9771,2022-02-09,6.6,1043,"['Romance', 'Comedy', 'Music']"
False,"[80, 18, 36, 53, 10770]",en,The Wizard of Lies,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family.",2.1242,2017-05-11,6.636,604,"['Crime', 'Drama', 'History', 'Thriller', 'TV Movie']"
False,"[27, 9648]",en,The Cabin in the Woods,A group of teens journey to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a worldwide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,6.1516,2012-04-12,6.636,8092,"['Horror', 'Mystery']"
False,"[18, 10751, 14, 10749]",en,Tuck Everlasting,"Teenager Winnie Foster is growing up in a small rural town in 1914 with her loving but overprotective parents, but Winnie longs for a life of greater freedom and adventure.",1.6501,2002-10-11,6.6,475,"['Drama', 'Family', 'Fantasy', 'Romance']"
False,[35],en,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",7.5987,1994-12-16,6.637,6326,['Comedy']
False,"[878, 35, 10751]",en,Short Circuit,"After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",2.9782,1986-05-09,6.638,1528,"['Science Fiction', 'Comedy', 'Family']"
False,"[12, 18, 53]",en,Jungle,"In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",3.5425,2017-06-27,6.635,2016,"['Adventure', 'Drama', 'Thriller']"
False,[18],en,The Skeleton Twins,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",1.0791,2014-06-05,6.635,648,['Drama']
False,"[27, 10749, 878]",en,Spring,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",1.5927,2014-10-08,6.634,725,"['Horror', 'Romance', 'Science Fiction']"
False,"[28, 53, 80, 18]",en,Colombiana,"After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",8.8245,2011-07-27,6.635,2691,"['Action', 'Thriller', 'Crime', 'Drama']"
False,"[10402, 35, 18, 10749]",en,Empire Records,The employees of an independent music store learn about each other as they try to stop the store from being absorbed by a large chain.,1.8014,1995-09-22,6.6,735,"['Music', 'Comedy', 'Drama', 'Romance']"
False,"[10751, 14, 12]",en,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",13.0812,2010-03-03,6.636,14293,"['Family', 'Fantasy', 'Adventure']"
False,"[53, 878]",en,Cypher,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",1.2462,2002-10-01,6.635,587,"['Thriller', 'Science Fiction']"
False,"[28, 35]",en,Stuber,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",1.6079,2019-07-11,6.634,1338,"['Action', 'Comedy']"
False,"[35, 18, 10749]",en,Barefoot,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.",3.0747,2014-02-02,6.634,643,"['Comedy', 'Drama', 'Romance']"
False,"[18, 80]",en,Frozen River,"After her husband deserts her, working-class mother Ray Eddy is in great need of money to find a home. Lured by the possibility of easy cash, she joins Lila, a widowed Mohawk who earns a living by smuggling immigrants from Canada to the U.S. across the St. Lawrence.",1.2532,2008-03-26,6.634,332,"['Drama', 'Crime']"
False,"[878, 53, 18]",en,Entangled,Four brilliant university students are forced to confront themselves in terrifying ways when their Quantum Physics experiment leads to an entangled parallel existence that leaves them questioning who they are and what is real.,1.4741,2021-11-12,6.633,334,"['Science Fiction', 'Thriller', 'Drama']"
False,"[10749, 18]",en,Our Souls at Night,"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour.",0.9468,2017-09-29,6.633,443,"['Romance', 'Drama']"
False,"[80, 18, 35]",en,Veronica Mars,"Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",1.4613,2014-03-13,6.633,1099,"['Crime', 'Drama', 'Comedy']"
False,"[28, 12, 878]",en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",32.0664,2013-06-12,6.634,15519,"['Action', 'Adventure', 'Science Fiction']"
False,"[18, 27, 53]",en,Antichrist,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",4.5635,2009-05-20,6.633,2663,"['Drama', 'Horror', 'Thriller']"
False,"[28, 18, 53]",en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",2.0624,2008-10-09,6.633,3123,"['Action', 'Drama', 'Thriller']"
False,"[18, 10749]",en,Empire of Light,"The duty manager of a seaside cinema, who is struggling with her mental health, forms a relationship with a new employee on the south coast of England in the 1980s.",1.3021,2022-12-09,6.632,576,"['Drama', 'Romance']"
False,"[27, 53]",en,Orphan: First Kill,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",5.2305,2022-07-27,6.6,2190,"['Horror', 'Thriller']"
False,[18],en,Return,"A tale of terror. Cathy Reed has been institutionalized most of her life because of Schizophrenia, as a child her parents thought she was possessed by demons and had her exercised by priests. Medical science saw different. Now decades later Cathy is freed, relocated to her own flat and given a chance to be independent. Once alone things are not what they all seem and when her nightmares turn real she questions her state of mind before she is left to face her demons.",0.1886,2015-01-01,6.632,1177,['Drama']
False,"[12, 35, 10749]",en,Monte Carlo,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,3.4044,2011-07-01,6.632,2163,"['Adventure', 'Comedy', 'Romance']"
False,"[18, 35]",en,Gummo,"Solomon and Tummler are two teenagers killing time in Xenia, Ohio, a small town that has never recovered from the tornado that ravaged the community in the 1970s.",1.5271,1997-10-17,6.6,661,"['Drama', 'Comedy']"
False,"[10751, 35, 12, 16]",en,Rugrats in Paris: The Movie,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",1.8672,2000-11-17,6.632,466,"['Family', 'Comedy', 'Adventure', 'Animation']"
False,"[80, 35, 10749]",en,Something Wild,"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-con husband shows up.",1.4687,1986-11-07,6.632,361,"['Crime', 'Comedy', 'Romance']"
False,"[27, 18, 53]",en,The Cursed,"In the late 19th century, a brutal land baron slaughters a Roma clan, unleashing a curse on his family and village. In the days that follow, the townspeople are plagued by nightmares, the baron's son goes missing, and a boy is found murdered. The locals suspect a wild animal, but a visiting pathologist warns of a more sinister presence lurking in the woods.",4.2547,2021-07-28,6.629,363,"['Horror', 'Drama', 'Thriller']"
False,"[53, 28]",en,Those Who Wish Me Dead,"A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",3.9134,2021-05-05,6.631,1705,"['Thriller', 'Action']"
False,"[12, 878, 28]",en,Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",6.7809,2017-07-19,6.631,7664,"['Adventure', 'Science Fiction', 'Action']"
False,"[27, 53]",en,The Purge: Anarchy,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",6.0942,2014-07-17,6.631,6498,"['Horror', 'Thriller']"
False,[18],en,Reversal of Fortune,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",1.3546,1990-10-19,6.631,325,['Drama']
False,"[12, 18, 28, 53, 10752]",en,The Eagle Has Landed,"When the Nazi high command learns in late 1943 that Winston Churchill will be spending time at a country estate in Norfolk, it hatches an audacious scheme to kidnap the prime minister and spirit him to Germany for enforced negotiations with Hitler.",1.8446,1976-12-24,6.631,348,"['Adventure', 'Drama', 'Action', 'Thriller', 'War']"
False,"[18, 53, 80, 10752]",es,Monos,"On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",1.0488,2019-08-15,6.63,403,"['Drama', 'Thriller', 'Crime', 'War']"
False,"[18, 35]",en,Infinitely Polar Bear,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",0.8735,2014-01-18,6.63,377,"['Drama', 'Comedy']"
False,[35],en,Alan Partridge: Alpha Papa,"When famous DJ Alan Partridge’s radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",0.8849,2013-07-24,6.63,465,['Comedy']
False,"[18, 53, 9648]",en,Buried,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,2.7049,2010-09-24,6.63,2883,"['Drama', 'Thriller', 'Mystery']"
False,"[18, 35]",fr,99 Francs,"Paris, France, 2001. Octave Parango, a young advertiser working at the Ross & Witchcraft advertising agency, lives a suicidal existence, ruled by cynicism, irresponsibility and debauchery. The obstacles he will encounter in developing a campaign for a new yogurt brand will force him to face the meaning of his work and the way he manages his relationship with those who orbit around his egotistic lifestyle.",1.8479,2007-09-26,6.63,751,"['Drama', 'Comedy']"
False,"[35, 14, 27]",en,Elvira: Mistress of the Dark,"Arriving in the small town of Fallwell, Massachusetts to claim her inheritance, horror hostess Elvira receives a less than enthusiastic reception from the conservative locals -- amongst them, her sinister uncle Vincent, who, unbeknownst to her, is an evil warlock.",3.4202,1988-09-30,6.63,556,"['Comedy', 'Fantasy', 'Horror']"
False,[18],en,Things We Lost in the Fire,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",0.8684,2007-09-26,6.63,362,['Drama']
False,"[28, 53]",en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",6.4562,2007-06-20,6.63,6025,"['Action', 'Thriller']"
False,"[28, 53, 27]",en,The Hunt,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",6.6708,2020-03-11,6.6,3371,"['Action', 'Thriller', 'Horror']"
False,[18],fr,Yves Saint Laurent,"A look at the life of French designer Yves Saint Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Berge.",0.8881,2014-01-08,6.629,896,['Drama']
False,[18],en,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,1.5628,2016-08-26,6.6,428,['Drama']
False,"[35, 9648, 80]",en,Dead Men Don't Wear Plaid,"Juliet Forrest is convinced that the reported death of her father in a mountain car crash was no accident. Her father was a prominent cheese scientist working on a secret recipe. To prove it was murder, she enlists the services of private eye Rigby Reardon. He finds a slip of paper containing a list of people who are 'The Friends and Enemies of Carlotta'.",0.9501,1982-05-21,6.629,406,"['Comedy', 'Mystery', 'Crime']"
False,"[27, 18, 14, 53]",en,Pet Sematary,"After the Creed family's cat is accidentally killed, a friendly neighbor advises its burial in a mysterious nearby cemetery.",4.6011,1989-04-21,6.629,2245,"['Horror', 'Drama', 'Fantasy', 'Thriller']"
False,"[16, 14, 12, 28]",en,The Lord of the Rings: The War of the Rohirrim,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",10.6731,2024-12-05,6.628,640,"['Animation', 'Fantasy', 'Adventure', 'Action']"
False,"[12, 14, 35]",fr,Kaamelott - Premier volet,"Following the end of the acclaimed tv series, King Arthur will oppose Lancelot's army to get the throne back after his flee to Rome.",1.4949,2021-07-21,6.6,700,"['Adventure', 'Fantasy', 'Comedy']"
False,"[10749, 35]",fr,L'Arnacœur,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,1.0696,2010-03-17,6.628,1365,"['Romance', 'Comedy']"
False,"[35, 18, 9648]",en,The Kid Detective,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",1.3583,2020-10-16,6.628,431,"['Comedy', 'Drama', 'Mystery']"
False,"[18, 80, 53]",en,Stillwater,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",3.9047,2021-07-29,6.627,1304,"['Drama', 'Crime', 'Thriller']"
False,"[18, 10749, 35]",fr,Le Redoutable,"In 1967, during the making of “La Chinoise,” film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.",1.0725,2017-06-24,6.6,359,"['Drama', 'Romance', 'Comedy']"
False,[35],fr,Le Petit Baigneur,"Louis-Philippe Fourchaume, another typical lead-role for French comedy superstar Louis de Funès, is the dictatorial CEO of a French company which designs and produces sail yachts, and fires in yet another tantrum his designer André Castagnier, not realizing that man is his only chance to land a vital contract with the Italian magnate Marcello Cacciaperotti. So he has to find him at his extremely rural birthplace in 'la France profonde', which proves a torturous odyssey for the spoiled rich man; when he does get there his torment is far from over: the country bumpkin refuses to resume his slavish position now the shoe is on the other foot, so Fourchaume is dragged along in the boorish family life, and at times unable to control his temper, which may cost him more credit then he painstakingly builds up...",1.3059,1968-03-22,6.6,371,['Comedy']
False,"[18, 53]",en,Not Without My Daughter,"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.",6.3259,1991-01-11,6.627,307,"['Drama', 'Thriller']"
False,"[28, 18, 36]",zh,一代宗師,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San.",2.8019,2013-01-10,6.626,907,"['Action', 'Drama', 'History']"
False,"[80, 18, 53, 10749]",en,U Turn,"When a desperate man’s car breaks down in a bizarre desert town while evading vengeful bookies, he becomes entangled in a dangerous love triangle. Caught between a married couple, he’s faced with deadly contracts to kill them both.",2.1357,1997-10-03,6.626,760,"['Crime', 'Drama', 'Thriller', 'Romance']"
