adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,"[35, 28]",fr,Loin du périph,"Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy.",1.7156,2022-05-06,6.045,489,"['Comedy', 'Action']"
False,"[35, 18, 10749]",en,And So It Goes,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",1.6548,2014-07-10,6.045,466,"['Comedy', 'Drama', 'Romance']"
False,"[878, 35, 12]",en,Hot Tub Time Machine,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Nick is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",3.9026,2010-03-26,6.045,2559,"['Science Fiction', 'Comedy', 'Adventure']"
False,"[35, 80, 9648]",en,Fletch Lives,"Fletch is a fish out of water in small-town Louisiana, where he's checking out a tumbledown mansion he's inherited. When a woman he flirts with turns up dead, he becomes a suspect and must find the killer and clear his name.",1.0593,1989-03-17,6.045,308,"['Comedy', 'Crime', 'Mystery']"
False,"[12, 18, 28, 53]",fr,Largo Winch,"After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers and stop them from taking over his financial empire.",1.7577,2008-12-17,6.045,555,"['Adventure', 'Drama', 'Action', 'Thriller']"
False,"[53, 27, 9648]",en,Below,"In the dark silence of the sea during World War II, the submarine USS Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fears that lurk just below the surface of the ocean.",1.7902,2002-08-11,6.045,471,"['Thriller', 'Horror', 'Mystery']"
False,"[53, 18, 27]",en,Hypnotic,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",1.6179,2021-10-27,6.044,647,"['Thriller', 'Drama', 'Horror']"
False,[35],fr,Il a déjà tes yeux,"Paul is married to Sali. Everything would be fine if they could get a child. Until the day when Sali receives the call that they have been waiting for so long: their adoption file is approved. He is adorable, he is 6 months old, his name is Benjamin. He is blond with blue eyes and white. They - are black.",0.5724,2017-01-18,6.044,508,['Comedy']
False,"[28, 12, 35, 10751, 878]",en,Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",4.9427,2016-06-01,6.0,3614,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
False,"[35, 10751]",fr,Le Petit Nicolas,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant! He panics and envisions the worst.",1.0655,2009-09-30,6.044,1129,"['Comedy', 'Family']"
False,"[878, 28, 12, 53]",en,Firefox,"The Soviets have developed a revolutionary new jet fighter, called 'Firefox'. Worried that the jet will be used as a first-strike weapon—as there are rumours that it is undetectable by radar—the British send ex-Vietnam War pilot, Mitchell Gant on a covert mission into the Soviet Union to steal the Firefox.",1.7806,1982-06-18,6.0,574,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
False,"[27, 14, 9648]",en,Starry Eyes,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,1.0248,2014-07-29,6.043,465,"['Horror', 'Fantasy', 'Mystery']"
False,"[28, 53, 878]",en,Fortress,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death. John and his illegally pregnant wife Karen are locked inside ""The Fortress"" but are determined to escape before the birth of their baby.",2.1324,1992-12-18,6.043,670,"['Action', 'Thriller', 'Science Fiction']"
False,"[27, 18, 10770]",en,Carrie,"An awkward, telekinetic teenage girl's lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",3.0537,2002-11-04,6.042,506,"['Horror', 'Drama', 'TV Movie']"
False,"[53, 27]",en,Cat People,"After years of separation, Irena Gallier and her minister brother, Paul, reunite in New Orleans. When zoologists capture a wild panther, Irena is drawn to the cat – and zoo curator Oliver to her. Soon, Paul will have to reveal the family secret: that when sexually aroused, they revert into predatory jungle cats.",1.6686,1982-04-02,6.0,525,"['Thriller', 'Horror']"
False,[35],es,A pesar de todo,"Sara, Lucía, Sofía and Claudia are sisters, 4 modern women with very different personalities, who come together at their mother's funeral, after which they discover the man they've all called ""dad"" throughout their lives is not really their father. They embark on a quest to discover who their real fathers are, discovering more about themselves, their mother, and their lives.",1.0903,2019-03-16,6.041,425,['Comedy']
False,"[10749, 878]",en,Womb,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",2.2118,2010-07-15,6.041,375,"['Romance', 'Science Fiction']"
False,"[28, 53, 878]",en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",50.5522,2025-02-12,6.041,2392,"['Action', 'Thriller', 'Science Fiction']"
False,"[35, 14, 9648]",fr,Incroyable mais vrai,Alain and Marie moved to the suburb house of their dreams. But the real estate agent warned them: what is in the basement may well change their lives forever.,0.847,2022-06-15,6.04,389,"['Comedy', 'Fantasy', 'Mystery']"
False,[35],fr,Larguées,"Françoise has just been dumped by her husband for a much younger woman. In order to cheer her up, and to celebrate her 60th birthday, sisters Rose and Alice decide to take their mother to a resort on the tropical island of Reunion so they can relax, work on their tans, and have too many margaritas. But when Rose pays a one-night stand, Thierry, to show her mother a good time, their holiday plans start to unravel.",0.9942,2018-04-18,6.04,373,['Comedy']
False,"[27, 35, 14]",en,Anna and the Apocalypse,"A zombie apocalypse threatens the sleepy town of Little Haven – at Christmas – forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",1.1605,2018-11-30,6.04,402,"['Horror', 'Comedy', 'Fantasy']"
False,"[18, 35]",en,The Bronze,"In 2004, Hope Ann Greggory became an American hero after winning the bronze medal for the women's gymnastics team. Today, she's still living in her small hometown, washed-up and embittered. Stuck in the past, Hope must reassess her life when a promising young gymnast threatens her local celebrity status.",1.5494,2016-01-22,6.04,377,"['Drama', 'Comedy']"
False,"[35, 80, 18, 53]",en,Two for the Money,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,1.4956,2005-10-07,6.0,673,"['Comedy', 'Crime', 'Drama', 'Thriller']"
False,"[18, 53]",en,Topaz,"Copenhagen, Denmark, 1962. When a high-ranking Soviet official decides to change sides, a French intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.",1.5,1969-12-17,6.0,388,"['Drama', 'Thriller']"
False,"[28, 18, 36, 53]",en,6 Days,"London, England, April 1980. Six terrorists assault the Embassy of Iran and take hostages. For six days, tense negotiations are held while the authorities decide whether a military squad should intervene.",2.4405,2017-07-09,6.039,713,"['Action', 'Drama', 'History', 'Thriller']"
False,"[27, 53, 9648]",en,The Den,A young woman studying the habits of webcam chat users from the apparent safety of her apartment witnesses a brutal murder online and is quickly immersed in a nightmare in which she and her loved ones are targeted for the same grisly fate as the first victim.,1.0443,2013-12-12,6.039,348,"['Horror', 'Thriller', 'Mystery']"
False,"[14, 18, 10749]",en,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",2.7333,2013-02-13,6.039,2873,"['Fantasy', 'Drama', 'Romance']"
False,"[28, 53]",en,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",4.8279,1997-09-26,6.039,1050,"['Action', 'Thriller']"
